Date,Day,Time,Hour,Booking_ID,Booking_Status,Cancel_Reason,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Booking_Value,Ride_Distance,Driver_Rating,Customer_Rating,
13-05-24,Monday,12:44:00 PM,12,CNR2894364072,Cancelled,Customer Cancelled,CID346905,Prime Plus,Rajarajeshwari Nagar,Vijayanagar,628,35,,,
13-05-24,Monday,2:09:00 AM,2,CNR6564698369,Completed,,CID789910,eBike,Hulimavu,Yeshwanthpur,466,48,3.7,4,
13-05-24,Monday,4:37:00 PM,16,CNR1043923619,Cancelled,Customer Cancelled,CID760372,Bike,Shivajinagar,Chamarajpet,304,0,,,
11-05-24,Saturday,6:48:00 AM,6,CNR2179874514,Cancelled,Customer Cancelled,CID393964,Prime SUV,Malleshwaram,Varthur,348,24,,,
30-05-24,Thursday,9:36:00 AM,9,CNR3832438158,Incomplete,,CID974811,Prime Sedan,Koramangala,Langford Town,221,16,,,
03-05-24,Friday,9:57:00 PM,21,CNR7462205690,Cancelled,Driver Unavailable,CID841511,eBike,Tumkur Road,Shivajinagar,157,36,,,
26-05-24,Sunday,1:54:00 PM,13,CNR4072572737,Completed,,CID295062,Bike,Rajajinagar,Banashankari,348,28,4.5,4.3,
05-05-24,Sunday,6:50:00 PM,18,CNR8023525172,Completed,,CID637311,Auto,Chamarajpet,Hosur Road,2816,7,4.4,4.4,
11-05-24,Saturday,8:36:00 AM,8,CNR1664288695,Cancelled,Driver Unavailable,CID479630,Prime Plus,Marathahalli,Whitefield,238,0,,,
19-05-24,Sunday,6:38:00 AM,6,CNR8474810746,Completed,,CID109490,eBike,JP Nagar,Magadi Road,373,15,4,3.9,
30-05-24,Thursday,5:33:00 PM,17,CNR9651346466,Completed,,CID833029,Prime Plus,Jayanagar,MG Road,454,31,3.9,4.2,
15-05-24,Wednesday,9:12:00 AM,9,CNR6669349732,Cancelled,Driver Cancelled,CID325124,Auto,Shantinagar,Devanahalli,172,12,,,
11-05-24,Saturday,5:02:00 AM,5,CNR1594656888,Completed,,CID290736,Auto,Hennur,Kengeri,246,16,4.7,4.4,
05-05-24,Sunday,6:46:00 AM,6,CNR9126650863,Cancelled,Driver Cancelled,CID187562,eBike,Sarjapur Road,Peenya,2625,0,,,
03-05-24,Friday,6:17:00 AM,6,CNR3569634078,Completed,,CID215992,Prime Plus,Hennur,Hulimavu,424,24,3.9,4.1,
30-05-24,Thursday,7:12:00 PM,19,CNR6439366940,Completed,,CID331085,Prime Sedan,Devanahalli,Jayanagar,295,34,4.5,5,
08-05-24,Wednesday,8:32:00 AM,8,CNR2185617664,Completed,,CID977293,Prime Plus,Mysore Road,RT Nagar,457,0,3.9,3.9,
12-05-24,Sunday,4:57:00 PM,16,CNR5727355000,Completed,,CID424239,Prime Sedan,Electronic City,Padmanabhanagar,745,11,3.9,4,
22-05-24,Wednesday,8:03:00 PM,20,CNR8577100666,Completed,,CID461418,Bike,BTM Layout,Chickpet,485,0,3.7,3.9,
24-05-24,Friday,1:23:00 PM,13,CNR7752408356,Completed,,CID473471,eBike,KR Puram,Bannerghatta Road,968,38,3.8,4.2,
08-05-24,Wednesday,9:05:00 AM,9,CNR6492027381,Completed,,CID336983,Bike,Sarjapur Road,HSR Layout,365,34,4.9,4.2,
31-05-24,Friday,12:53:00 PM,12,CNR3994385090,Completed,,CID666694,eBike,Shivajinagar,Frazer Town,285,0,4.5,4.7,
24-05-24,Friday,6:47:00 AM,6,CNR9829779303,Cancelled,Customer Cancelled,CID183768,Mini,Whitefield,Basavanagudi,428,0,,,
07-05-24,Tuesday,12:16:00 PM,12,CNR9171064604,Completed,,CID768526,Mini,Peenya,Indiranagar,937,37,3.7,4.4,
27-05-24,Monday,10:33:00 AM,10,CNR4000304755,Completed,,CID715995,Prime Sedan,Sahakar Nagar,Kengeri,2827,22,3.9,4.4,
01-05-24,Wednesday,12:57:00 PM,12,CNR2049313437,Completed,,CID572682,Prime Sedan,Mysore Road,Banashankari,444,30,3.7,4.1,
24-05-24,Friday,1:20:00 PM,13,CNR6402889471,Cancelled,Driver Unavailable,CID702056,eBike,JP Nagar,Whitefield,1946,0,,,
22-05-24,Wednesday,7:51:00 AM,7,CNR9167577462,Completed,,CID371113,eBike,Majestic,Electronic City,466,0,4.6,4,
18-05-24,Saturday,6:50:00 AM,6,CNR4236879746,Cancelled,Driver Cancelled,CID829241,Prime Plus,RT Nagar,Chickpet,749,36,,,
17-05-24,Friday,2:43:00 AM,2,CNR2508392322,Completed,,CID886460,Prime SUV,Devanahalli,Sarjapur Road,337,0,4.1,3.8,
22-05-24,Wednesday,12:00:00 PM,12,CNR9662013344,Cancelled,Customer Cancelled,CID883442,eBike,Peenya,Chickpet,191,3,,,
16-05-24,Thursday,3:54:00 PM,15,CNR3051830798,Completed,,CID816914,Bike,Indiranagar,Ulsoor,282,43,4.9,4.4,
23-05-24,Thursday,11:27:00 PM,23,CNR7679008528,Incomplete,,CID112904,Auto,Indiranagar,Langford Town,440,3,,,
05-05-24,Sunday,7:38:00 PM,19,CNR7768390400,Completed,,CID422982,Prime Plus,Mysore Road,Kadugodi,133,36,5,4.6,
14-05-24,Tuesday,11:46:00 PM,23,CNR3959187610,Completed,,CID739504,Mini,Magadi Road,Shantinagar,2392,0,4.9,4.1,
10-05-24,Friday,8:30:00 PM,20,CNR4917005568,Cancelled,Driver Cancelled,CID646379,Prime Sedan,Bellandur,Devanahalli,311,0,,,
29-05-24,Wednesday,12:00:00 AM,0,CNR3201106999,Completed,,CID881480,Prime SUV,Malleshwaram,Kengeri,258,0,3.5,5,
11-05-24,Saturday,5:58:00 PM,17,CNR6023389772,Cancelled,Driver Cancelled,CID527466,Auto,Ramamurthy Nagar,Marathahalli,350,0,,,
09-05-24,Thursday,8:35:00 AM,8,CNR7854913463,Completed,,CID512222,Prime Sedan,Majestic,Hennur,305,7,4,4.3,
19-05-24,Sunday,10:34:00 PM,22,CNR5115573726,Completed,,CID509013,Mini,Frazer Town,Yeshwanthpur,975,10,4.3,4.9,
04-05-24,Saturday,9:56:00 PM,21,CNR3583546904,Cancelled,Driver Cancelled,CID805051,Prime SUV,Yeshwanthpur,Rajarajeshwari Nagar,255,31,,,
09-05-24,Thursday,3:17:00 PM,15,CNR4443347788,Cancelled,Customer Cancelled,CID654002,Prime Plus,Sarjapur Road,KR Puram,331,0,,,
14-05-24,Tuesday,9:28:00 AM,9,CNR2339417999,Cancelled,Driver Unavailable,CID419177,Bike,Shivajinagar,JP Nagar,868,29,,,
21-05-24,Tuesday,10:45:00 PM,22,CNR5091579472,Incomplete,,CID655743,Prime Sedan,KR Puram,Rajarajeshwari Nagar,1807,25,,,
01-05-24,Wednesday,6:07:00 AM,6,CNR7677640756,Completed,,CID610332,Prime Plus,Yelahanka,Yelahanka,332,4,4.7,4.8,
02-05-24,Thursday,4:32:00 PM,16,CNR7647494568,Cancelled,Driver Cancelled,CID578712,Prime SUV,Mysore Road,Jayanagar,403,0,,,
23-05-24,Thursday,9:31:00 AM,9,CNR8891408104,Completed,,CID207120,eBike,Ramamurthy Nagar,Majestic,329,3,3.7,4.2,
16-05-24,Thursday,1:20:00 PM,13,CNR7927956644,Cancelled,Customer Cancelled,CID480757,eBike,Basavanagudi,Langford Town,195,3,,,
23-05-24,Thursday,10:36:00 AM,10,CNR2956603823,Incomplete,,CID835526,Mini,Nagarbhavi,Mysore Road,348,0,,,
23-05-24,Thursday,1:23:00 PM,13,CNR2452177555,Completed,,CID601737,Mini,Whitefield,Frazer Town,1554,46,4.7,4.8,
19-05-24,Sunday,3:15:00 AM,3,CNR3761384614,Completed,,CID527392,Mini,Rajajinagar,Majestic,118,15,4.7,4.7,
01-05-24,Wednesday,9:37:00 PM,21,CNR2312339169,Completed,,CID249253,Auto,Chickpet,Basavanagudi,417,8,4.5,3.9,
18-05-24,Saturday,11:15:00 PM,23,CNR7066427849,Completed,,CID852192,Auto,Yelahanka,Rajajinagar,580,0,4.6,4.3,
28-05-24,Tuesday,3:04:00 AM,3,CNR5889117934,Completed,,CID769841,Prime SUV,Hebbal,Ramamurthy Nagar,578,17,3.8,4.2,
12-05-24,Sunday,1:01:00 PM,13,CNR9810263385,Cancelled,Driver Cancelled,CID658876,Prime Sedan,Bannerghatta Road,Shivajinagar,586,47,,,
26-05-24,Sunday,6:35:00 AM,6,CNR2396950188,Completed,,CID400662,Bike,Kammanahalli,Langford Town,1560,0,4.3,4.8,
31-05-24,Friday,8:21:00 AM,8,CNR1627446734,Cancelled,Driver Cancelled,CID228291,Prime SUV,Cox Town,Koramangala,430,6,,,
23-05-24,Thursday,9:18:00 AM,9,CNR4026729608,Cancelled,Driver Cancelled,CID128807,eBike,RT Nagar,Koramangala,270,0,,,
27-05-24,Monday,5:52:00 PM,17,CNR1005189293,Completed,,CID226139,Bike,Indiranagar,Nagarbhavi,446,0,4.4,4.4,
01-05-24,Wednesday,10:34:00 AM,10,CNR4246931502,Incomplete,,CID589860,Prime Plus,Koramangala,Hosur Road,693,0,,,
24-05-24,Friday,6:35:00 AM,6,CNR4568429154,Completed,,CID126587,eBike,MG Road,Hebbal,2373,38,4.6,4.4,
21-05-24,Tuesday,6:29:00 PM,18,CNR1442140102,Cancelled,Driver Unavailable,CID192450,Prime SUV,Koramangala,Ulsoor,453,38,,,
06-05-24,Monday,6:11:00 PM,18,CNR3976000556,Cancelled,Driver Cancelled,CID874789,Prime SUV,Cox Town,Cox Town,265,14,,,
09-05-24,Thursday,4:52:00 AM,4,CNR7704909682,Completed,,CID984971,Auto,Bellandur,Rajarajeshwari Nagar,193,4,3.5,4,
28-05-24,Tuesday,9:19:00 AM,9,CNR5664983548,Cancelled,Driver Cancelled,CID179250,eBike,Marathahalli,Mysore Road,131,31,,,
25-05-24,Saturday,7:10:00 AM,7,CNR7970001086,Completed,,CID923487,Auto,Rajarajeshwari Nagar,Varthur,857,0,4.9,4.5,
22-05-24,Wednesday,7:29:00 PM,19,CNR9583247443,Completed,,CID747827,Auto,JP Nagar,Bellandur,403,8,4,4.8,
01-05-24,Wednesday,4:23:00 AM,4,CNR2806935655,Completed,,CID957099,eBike,Devanahalli,Langford Town,902,6,4.6,4.3,
07-05-24,Tuesday,10:37:00 AM,10,CNR7965250937,Cancelled,Driver Unavailable,CID381025,Prime SUV,Yelahanka,Marathahalli,610,21,,,
22-05-24,Wednesday,1:52:00 AM,1,CNR3852160174,Completed,,CID760768,Prime Plus,Koramangala,Electronic City,136,0,4,4.4,
20-05-24,Monday,7:29:00 AM,7,CNR5612185366,Completed,,CID731769,Prime SUV,Ulsoor,Chamarajpet,136,0,4.3,4.9,
12-05-24,Sunday,4:32:00 PM,16,CNR8669887114,Cancelled,Customer Cancelled,CID344165,Prime Sedan,Kengeri,Whitefield,490,40,,,
12-05-24,Sunday,3:23:00 AM,3,CNR5264812872,Completed,,CID300605,Prime Sedan,Langford Town,Yeshwanthpur,1231,35,3.7,4.8,
17-05-24,Friday,3:59:00 PM,15,CNR6160086854,Incomplete,,CID471523,Prime Plus,Yelahanka,Kadugodi,205,9,,,
17-05-24,Friday,7:11:00 AM,7,CNR9759675322,Cancelled,Customer Cancelled,CID101950,Mini,Langford Town,Nagarbhavi,207,13,,,
31-05-24,Friday,12:45:00 PM,12,CNR1139633726,Completed,,CID144910,Prime Sedan,HSR Layout,Electronic City,109,36,4.5,4.5,
23-05-24,Thursday,12:32:00 PM,12,CNR4359785739,Completed,,CID382022,eBike,Ramamurthy Nagar,Bannerghatta Road,307,17,3.5,4.3,
20-05-24,Monday,8:12:00 AM,8,CNR4515533885,Completed,,CID641807,Prime SUV,Koramangala,Hosur Road,417,22,3.7,5,
29-05-24,Wednesday,1:08:00 PM,13,CNR3155375444,Completed,,CID833923,Mini,MG Road,Indiranagar,241,6,4.4,4.3,
27-05-24,Monday,5:18:00 PM,17,CNR9086446250,Completed,,CID305126,Prime Plus,Hulimavu,Banashankari,2930,34,4.7,4.7,
26-05-24,Sunday,1:07:00 PM,13,CNR2265892376,Completed,,CID415744,Auto,Koramangala,Padmanabhanagar,581,0,4.5,4.6,
27-05-24,Monday,6:01:00 PM,18,CNR7785059091,Completed,,CID206531,Auto,Padmanabhanagar,Varthur,154,1,4.9,4,
02-05-24,Thursday,7:10:00 AM,7,CNR3289605228,Completed,,CID769284,Auto,Shivajinagar,Ramamurthy Nagar,432,3,4,4.7,
28-05-24,Tuesday,6:32:00 PM,18,CNR8952106573,Completed,,CID360389,Prime Sedan,Marathahalli,Magadi Road,989,13,3.8,4.3,
11-05-24,Saturday,9:25:00 PM,21,CNR1412261852,Cancelled,Driver Unavailable,CID747976,Prime Plus,Banashankari,Shivajinagar,189,5,,,
05-05-24,Sunday,9:07:00 PM,21,CNR2158916746,Cancelled,Customer Cancelled,CID831372,Mini,Ramamurthy Nagar,Yelahanka,200,0,,,
12-05-24,Sunday,7:35:00 AM,7,CNR9257783014,Cancelled,Customer Cancelled,CID742274,Prime SUV,Magadi Road,Chickpet,425,16,,,
24-05-24,Friday,10:42:00 AM,10,CNR8778323839,Completed,,CID712952,Mini,Electronic City,Jayanagar,482,0,4.3,4.5,
21-05-24,Tuesday,12:15:00 PM,12,CNR8360756194,Completed,,CID938001,Prime SUV,Yelahanka,Magadi Road,2261,31,4.4,3.9,
19-05-24,Sunday,3:16:00 AM,3,CNR3028768677,Completed,,CID687541,eBike,Frazer Town,Indiranagar,197,0,4.1,4.1,
12-05-24,Sunday,3:39:00 PM,15,CNR9360905742,Cancelled,Driver Cancelled,CID188842,Prime SUV,HSR Layout,Mysore Road,953,0,,,
18-05-24,Saturday,9:06:00 AM,9,CNR9780472883,Cancelled,Driver Cancelled,CID283777,Bike,Sarjapur Road,Frazer Town,407,45,,,
04-05-24,Saturday,10:14:00 AM,10,CNR7399568713,Completed,,CID129172,Prime SUV,Koramangala,KR Puram,200,8,3.7,4.9,
24-05-24,Friday,11:40:00 AM,11,CNR8191706849,Completed,,CID617244,Prime SUV,Whitefield,Hulimavu,459,37,4.8,4.5,
07-05-24,Tuesday,8:08:00 AM,8,CNR2289889581,Completed,,CID899247,Prime Sedan,Ramamurthy Nagar,RT Nagar,275,46,4.2,4.3,
17-05-24,Friday,11:40:00 AM,11,CNR1587944486,Completed,,CID929543,Prime SUV,Nagarbhavi,Kadugodi,2698,45,3.9,4.4,
02-05-24,Thursday,6:16:00 AM,6,CNR2607519751,Completed,,CID918834,Prime Sedan,Banashankari,Koramangala,383,0,4.5,4.3,
24-05-24,Friday,8:11:00 AM,8,CNR6859529205,Cancelled,Driver Cancelled,CID715347,Prime SUV,HSR Layout,Chickpet,480,0,,,
10-05-24,Friday,6:29:00 PM,18,CNR3415009931,Completed,,CID819062,Prime SUV,Devanahalli,Devanahalli,328,16,4.8,4.5,
20-05-24,Monday,2:38:00 PM,14,CNR3877686007,Completed,,CID279443,eBike,Kengeri,KR Puram,790,0,4.2,4.5,
05-05-24,Sunday,2:24:00 PM,14,CNR9342674550,Completed,,CID393956,eBike,Kammanahalli,Padmanabhanagar,620,0,4.8,5,
27-05-24,Monday,10:48:00 AM,10,CNR1879919343,Completed,,CID383464,eBike,Hulimavu,Cox Town,900,46,3.6,4.7,
07-05-24,Tuesday,4:44:00 PM,16,CNR4418813111,Completed,,CID510737,Prime SUV,Varthur,Kadugodi,447,33,4.4,4.3,
20-05-24,Monday,9:31:00 PM,21,CNR4207232399,Cancelled,Driver Cancelled,CID756372,Bike,Marathahalli,Shivajinagar,106,47,,,
22-05-24,Wednesday,9:56:00 AM,9,CNR8515862109,Incomplete,,CID628734,eBike,Mysore Road,Peenya,104,22,,,
04-05-24,Saturday,9:09:00 AM,9,CNR8649738671,Cancelled,Driver Unavailable,CID337178,Bike,Peenya,Malleshwaram,210,0,,,
30-05-24,Thursday,1:12:00 AM,1,CNR8151570659,Completed,,CID639701,eBike,Richmond Town,Hosur Road,131,15,3.6,4.5,
09-05-24,Thursday,12:32:00 PM,12,CNR4016633408,Completed,,CID778135,Prime SUV,Electronic City,Koramangala,112,33,4.7,4.3,
15-05-24,Wednesday,3:55:00 PM,15,CNR2348141323,Completed,,CID771984,Prime SUV,Magadi Road,Peenya,384,0,4.1,4.2,
09-05-24,Thursday,6:02:00 AM,6,CNR5644822797,Completed,,CID954702,Auto,Bannerghatta Road,Whitefield,254,16,3.7,4.2,
15-05-24,Wednesday,3:49:00 PM,15,CNR6731370438,Completed,,CID549353,Prime Sedan,Frazer Town,Rajarajeshwari Nagar,492,0,4.3,5,
25-05-24,Saturday,6:49:00 PM,18,CNR6509889768,Completed,,CID133993,Prime SUV,Koramangala,Hennur,112,13,4.2,4.1,
19-05-24,Sunday,2:48:00 PM,14,CNR2329011045,Completed,,CID960831,Bike,Magadi Road,JP Nagar,1097,0,5,4.7,
27-05-24,Monday,9:13:00 PM,21,CNR2792142399,Cancelled,Driver Cancelled,CID803472,Prime SUV,Jayanagar,Cox Town,127,28,,,
08-05-24,Wednesday,3:20:00 PM,15,CNR4645855572,Completed,,CID721565,Prime Sedan,Padmanabhanagar,Kadugodi,125,36,4,4.5,
12-05-24,Sunday,6:47:00 AM,6,CNR6297810214,Completed,,CID871797,Auto,Chamarajpet,HSR Layout,248,5,4.3,4.7,
05-05-24,Sunday,12:49:00 PM,12,CNR7883102132,Completed,,CID430092,Bike,Hosur Road,Kadugodi,936,0,4.7,4.3,
19-05-24,Sunday,1:51:00 PM,13,CNR1744780131,Cancelled,Customer Cancelled,CID816680,eBike,Kadugodi,Basavanagudi,469,24,,,
08-05-24,Wednesday,9:56:00 PM,21,CNR4929379324,Completed,,CID906347,Auto,RT Nagar,Basavanagudi,124,10,4.6,4.5,
27-05-24,Monday,8:18:00 AM,8,CNR1206349969,Cancelled,Driver Unavailable,CID260068,Mini,Whitefield,Indiranagar,600,8,,,
10-05-24,Friday,7:53:00 AM,7,CNR1711236636,Completed,,CID162568,eBike,Chamarajpet,Yelahanka,933,6,4.7,3.9,
25-05-24,Saturday,9:00:00 AM,9,CNR2248585602,Completed,,CID927934,Mini,Hennur,Shivajinagar,476,13,4.8,4.8,
31-05-24,Friday,4:50:00 PM,16,CNR6032817833,Completed,,CID484495,Bike,MG Road,Ramamurthy Nagar,472,48,4.8,4.7,
26-05-24,Sunday,7:02:00 AM,7,CNR4200999612,Completed,,CID609937,Prime SUV,BTM Layout,Kadugodi,167,3,3.9,4.9,
02-05-24,Thursday,3:26:00 PM,15,CNR5875777411,Completed,,CID187720,eBike,Hebbal,Whitefield,305,0,3.9,4.4,
22-05-24,Wednesday,12:17:00 PM,12,CNR7928173115,Completed,,CID443101,Prime Plus,Hennur,Devanahalli,131,40,4.7,5,
05-05-24,Sunday,7:53:00 PM,19,CNR7965025601,Completed,,CID472127,Bike,JP Nagar,Rajajinagar,197,0,4.9,4.6,
21-05-24,Tuesday,6:19:00 AM,6,CNR6690814286,Completed,,CID784220,eBike,Padmanabhanagar,HSR Layout,1201,37,4.4,4,
12-05-24,Sunday,10:11:00 PM,22,CNR4339246644,Completed,,CID337245,Prime Plus,Yelahanka,MG Road,334,9,4.5,4.7,
02-05-24,Thursday,8:44:00 AM,8,CNR7035416963,Completed,,CID490110,Auto,Devanahalli,Bannerghatta Road,562,2,4,3.8,
23-05-24,Thursday,6:34:00 AM,6,CNR8108082097,Cancelled,Driver Cancelled,CID918993,eBike,Ramamurthy Nagar,Electronic City,902,0,,,
31-05-24,Friday,4:20:00 PM,16,CNR6021756248,Cancelled,Driver Unavailable,CID833123,eBike,Bannerghatta Road,HSR Layout,673,36,,,
21-05-24,Tuesday,3:59:00 PM,15,CNR3355023831,Cancelled,Customer Cancelled,CID200634,Auto,Whitefield,Devanahalli,255,10,,,
15-05-24,Wednesday,9:49:00 AM,9,CNR3930258780,Cancelled,Driver Cancelled,CID953133,Prime Sedan,BTM Layout,Basavanagudi,523,46,,,
14-05-24,Tuesday,9:50:00 AM,9,CNR5307746665,Completed,,CID368984,eBike,KR Puram,Sahakar Nagar,346,0,4.5,4.5,
20-05-24,Monday,4:51:00 AM,4,CNR6827527738,Cancelled,Customer Cancelled,CID371923,Bike,Vijayanagar,HSR Layout,416,0,,,
10-05-24,Friday,8:04:00 AM,8,CNR5061203270,Cancelled,Driver Cancelled,CID783523,Prime Sedan,Magadi Road,Majestic,125,13,,,
31-05-24,Friday,6:00:00 AM,6,CNR9040554004,Completed,,CID368360,Auto,Electronic City,Devanahalli,406,6,4,3.9,
13-05-24,Monday,8:03:00 AM,8,CNR6261860063,Cancelled,Driver Cancelled,CID435624,eBike,Richmond Town,Jayanagar,802,14,,,
31-05-24,Friday,12:51:00 PM,12,CNR8476100378,Completed,,CID129699,Bike,Indiranagar,Devanahalli,1773,8,3.6,3.9,
26-05-24,Sunday,4:45:00 PM,16,CNR8923024874,Completed,,CID170721,Auto,Banashankari,Cox Town,339,15,4.8,4.9,
10-05-24,Friday,7:23:00 AM,7,CNR4983144073,Cancelled,Customer Cancelled,CID344484,Bike,Peenya,Yeshwanthpur,616,0,,,
14-05-24,Tuesday,7:31:00 PM,19,CNR3100083406,Cancelled,Driver Cancelled,CID363766,Prime Sedan,Hebbal,Vijayanagar,241,0,,,
18-05-24,Saturday,6:08:00 PM,18,CNR3862585751,Completed,,CID641133,Prime SUV,Devanahalli,Shivajinagar,198,0,3.6,4.6,
30-05-24,Thursday,12:17:00 PM,12,CNR2165015756,Cancelled,Customer Cancelled,CID745770,Bike,Tumkur Road,Jayanagar,832,0,,,
25-05-24,Saturday,11:39:00 PM,23,CNR4020382259,Completed,,CID128159,Bike,Cox Town,Cox Town,2375,8,3.6,4.1,
24-05-24,Friday,1:42:00 AM,1,CNR1893947651,Completed,,CID634243,Prime Plus,Sahakar Nagar,Devanahalli,368,4,4.1,4,
14-05-24,Tuesday,5:03:00 PM,17,CNR1935462857,Completed,,CID651044,Auto,BTM Layout,Cox Town,983,0,3.7,4.5,
08-05-24,Wednesday,11:12:00 AM,11,CNR9290768798,Cancelled,Driver Cancelled,CID399624,Prime Plus,Banashankari,Langford Town,813,23,,,
16-05-24,Thursday,2:37:00 PM,14,CNR8465893856,Cancelled,Driver Cancelled,CID332326,Prime SUV,Marathahalli,Cox Town,461,0,,,
19-05-24,Sunday,12:17:00 AM,0,CNR6208931689,Completed,,CID730138,Prime SUV,Richmond Town,Tumkur Road,227,0,4.9,4.7,
21-05-24,Tuesday,12:43:00 PM,12,CNR5584228461,Completed,,CID285488,Prime SUV,Magadi Road,Ulsoor,325,0,4.1,4,
14-05-24,Tuesday,1:27:00 PM,13,CNR7518134235,Completed,,CID969206,Auto,Majestic,Shantinagar,298,7,4,4.5,
21-05-24,Tuesday,7:38:00 PM,19,CNR5580369167,Completed,,CID902566,Bike,Yelahanka,Kengeri,242,0,4.8,3.9,
17-05-24,Friday,10:51:00 PM,22,CNR7204016377,Cancelled,Driver Cancelled,CID741696,eBike,Bannerghatta Road,Hennur,135,24,,,
24-05-24,Friday,7:22:00 AM,7,CNR6353722794,Completed,,CID751405,Auto,Indiranagar,Koramangala,279,9,3.5,4.1,
16-05-24,Thursday,7:26:00 AM,7,CNR6940835682,Cancelled,Customer Cancelled,CID769777,Prime Sedan,Frazer Town,Hennur,140,38,,,
23-05-24,Thursday,10:29:00 AM,10,CNR4535117060,Completed,,CID462786,Prime SUV,Marathahalli,Indiranagar,898,18,4.5,4.2,
28-05-24,Tuesday,6:52:00 AM,6,CNR9423645086,Cancelled,Driver Cancelled,CID879215,eBike,JP Nagar,Bellandur,1866,31,,,
27-05-24,Monday,4:02:00 AM,4,CNR6987610616,Completed,,CID749119,Prime SUV,JP Nagar,HSR Layout,117,46,4.4,4.9,
23-05-24,Thursday,7:55:00 PM,19,CNR6657344618,Completed,,CID343660,Bike,Jayanagar,Yeshwanthpur,208,0,3.6,4.9,
22-05-24,Wednesday,9:40:00 AM,9,CNR4437848989,Completed,,CID685617,Bike,Whitefield,Shivajinagar,301,0,4,4.2,
27-05-24,Monday,8:34:00 AM,8,CNR5262229763,Cancelled,Driver Cancelled,CID806009,eBike,BTM Layout,Whitefield,296,47,,,
19-05-24,Sunday,9:31:00 PM,21,CNR7802357243,Cancelled,Driver Cancelled,CID278721,Mini,Basavanagudi,Cox Town,517,36,,,
21-05-24,Tuesday,11:00:00 AM,11,CNR5874582759,Incomplete,,CID642193,eBike,Yelahanka,Sarjapur Road,711,0,,,
09-05-24,Thursday,3:16:00 AM,3,CNR9452166677,Completed,,CID787448,Prime SUV,Rajarajeshwari Nagar,Bellandur,288,16,3.9,3.8,
13-05-24,Monday,12:43:00 PM,12,CNR3991369030,Completed,,CID422995,Mini,Rajarajeshwari Nagar,Sahakar Nagar,361,0,3.9,4.1,
06-05-24,Monday,10:46:00 PM,22,CNR1624309516,Cancelled,Driver Cancelled,CID971053,eBike,Shantinagar,Bellandur,1617,5,,,
26-05-24,Sunday,7:02:00 AM,7,CNR3996226883,Completed,,CID722187,eBike,Malleshwaram,Ulsoor,288,32,3.8,4.2,
26-05-24,Sunday,7:04:00 AM,7,CNR8275339332,Completed,,CID324050,Prime Plus,Hebbal,Hennur,388,2,4.6,4,
15-05-24,Wednesday,8:51:00 PM,20,CNR7672012181,Completed,,CID509764,Mini,Frazer Town,Marathahalli,316,0,4.5,4.2,
27-05-24,Monday,5:39:00 PM,17,CNR9030196642,Completed,,CID219694,eBike,Ramamurthy Nagar,Rajajinagar,553,5,4.8,4.5,
08-05-24,Wednesday,9:11:00 AM,9,CNR9101256970,Cancelled,Driver Unavailable,CID514297,Prime Plus,BTM Layout,Banashankari,569,0,,,
02-05-24,Thursday,8:03:00 PM,20,CNR4114245452,Completed,,CID792146,Prime SUV,Marathahalli,Nagarbhavi,441,1,3.7,4.5,
11-05-24,Saturday,3:38:00 PM,15,CNR6898229424,Completed,,CID420877,Auto,Varthur,Hosur Road,429,3,3.8,4.2,
18-05-24,Saturday,4:00:00 AM,4,CNR8867239848,Completed,,CID805838,Bike,Rajajinagar,Ramamurthy Nagar,170,33,3.7,4,
26-05-24,Sunday,3:36:00 PM,15,CNR4957156616,Completed,,CID124836,Mini,MG Road,JP Nagar,251,41,4.3,4.9,
06-05-24,Monday,10:08:00 AM,10,CNR6526991412,Incomplete,,CID729064,eBike,Mysore Road,Hennur,397,0,,,
02-05-24,Thursday,3:33:00 AM,3,CNR9602774237,Completed,,CID252395,Prime SUV,Ramamurthy Nagar,Chickpet,316,0,4.6,4.5,
22-05-24,Wednesday,8:08:00 PM,20,CNR9663323802,Completed,,CID786640,Prime Plus,Hennur,Jayanagar,243,0,4.6,3.9,
01-05-24,Wednesday,3:55:00 PM,15,CNR8920313484,Completed,,CID516608,Prime SUV,Ulsoor,Hennur,661,36,4.2,4.5,
06-05-24,Monday,2:11:00 AM,2,CNR3021496106,Completed,,CID939205,Bike,Koramangala,Kadugodi,117,0,4.8,4.7,
27-05-24,Monday,6:51:00 PM,18,CNR3028710073,Completed,,CID877481,Prime Sedan,Hennur,Koramangala,216,3,4.6,4.8,
12-05-24,Sunday,8:52:00 AM,8,CNR2138692025,Completed,,CID762434,Prime Plus,Ramamurthy Nagar,Malleshwaram,298,4,4.5,4.8,
05-05-24,Sunday,7:57:00 AM,7,CNR9234823120,Cancelled,Driver Cancelled,CID536223,Mini,Jayanagar,Jayanagar,390,24,,,
10-05-24,Friday,7:16:00 AM,7,CNR9905856615,Completed,,CID203083,Mini,Richmond Town,Bellandur,902,35,3.9,4.8,
30-05-24,Thursday,9:03:00 AM,9,CNR6188143138,Completed,,CID150443,Prime Sedan,Banashankari,Chamarajpet,185,0,5,4,
21-05-24,Tuesday,4:30:00 PM,16,CNR6692702663,Cancelled,Customer Cancelled,CID619435,Mini,Langford Town,Kengeri,146,0,,,
